scraped_at,carpark_id,guest_available,guest_display,guest_total,is_capped,monthly_available,monthly_total,total_available,total_capacity,last_update
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000011b,10,10+,69,1,0,0,10,69,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000006d,10,10+,34,1,0,0,10,34,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000010,10,10+,207,1,59,59,69,266,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000b7,1,1,42,0,0,0,1,42,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000010f,10,10+,90,1,10,10,20,100,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000065,10,10+,52,1,0,0,10,52,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000002c,10,10+,173,1,45,45,55,218,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000019f,10,10+,80,1,1,1,11,81,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000cd,10,10+,66,1,23,23,33,89,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000cf,10,10+,77,1,27,27,37,104,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000123,7,7,42,0,0,0,7,42,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000002e,5,5,134,0,0,0,5,134,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000b0,10,10+,54,1,2,2,12,56,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000015b,10,10+,46,1,0,0,10,46,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000000d,10,10+,42,1,4,4,14,46,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000013d,10,10+,75,1,2,2,12,77,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b5,10,10+,69,1,0,0,10,69,2026-01-28T12:58:36Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000149,10,10+,40,1,0,0,10,40,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001ae,0,0,46,0,1,1,1,47,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b3,10,10+,85,1,0,0,10,85,2026-01-28T12:59:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000007,10,10+,190,1,0,0,10,190,2026-01-28T12:58:19Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000008,10,10+,150,1,0,0,10,150,2026-01-28T12:58:55Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000c0,6,6,50,0,1,1,7,51,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001a9,10,10+,17,1,0,0,10,17,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001ad,5,5,38,0,0,0,5,38,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001af,0,0,67,0,0,0,0,67,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001ac,10,10+,62,1,0,0,10,62,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001ab,9,9,39,0,0,0,9,39,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b1,10,10+,18,1,1,1,11,19,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b0,10,10+,468,1,1,1,11,469,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b8,10,10+,75,1,3,3,13,78,2026-01-28T12:58:37Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b4,10,10+,353,1,0,0,10,353,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000006b,9,9,48,0,8,8,17,56,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b6,10,10+,160,1,2,2,12,162,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001a8,10,10+,78,1,2,2,12,80,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001c4,10,10+,64,1,0,0,10,64,2026-01-28T12:58:48Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000fc,8,8,43,0,2,2,10,45,2026-01-28T12:57:58Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000010c,10,10+,56,1,12,12,22,68,2026-01-28T12:58:31Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000ee,6,6,36,0,0,0,6,36,2026-01-28T12:58:17Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000190,10,10+,22,1,0,0,10,22,2026-01-28T12:58:32Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000ad,10,10+,31,1,3,3,13,34,2026-01-28T12:58:23Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000ba,10,10+,33,1,2,2,12,35,2026-01-28T12:58:24Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000bb,10,10+,61,1,5,5,15,66,2026-01-28T12:58:10Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000c1,10,10+,24,1,0,0,10,24,2026-01-28T12:58:29Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000c6,5,5,29,0,0,0,5,29,2026-01-28T12:58:30Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000077,10,10+,77,1,0,0,10,77,2026-01-28T12:58:03Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000069,2,2,46,0,0,0,2,46,2026-01-28T12:58:04Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000068,10,10+,22,1,1,1,11,23,2026-01-28T12:58:17Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000063,7,7,53,0,1,1,8,54,2026-01-28T12:58:32Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000002a,10,10+,45,1,0,0,10,45,2026-01-28T12:58:18Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000029,2,2,22,0,0,0,2,22,2026-01-28T12:57:59Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000024,10,10+,69,1,0,0,10,69,2026-01-28T12:58:12Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000020,10,10+,62,1,0,0,10,62,2026-01-28T12:58:25Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000001,10,10+,47,1,0,0,10,47,2026-01-28T12:58:23Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000013b,10,10+,34,1,1,1,11,35,2026-01-28T12:58:01Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000194,10,10+,46,1,0,0,10,46,2026-01-28T12:58:27Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001a7,7,7,10,0,0,0,7,10,2026-01-28T12:58:18Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000001b7,10,10+,20,1,1,1,11,21,2026-01-28T12:58:07Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000ab,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108649Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000125,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108676Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000011f,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108693Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000116,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108706Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000115,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108708Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000114,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108711Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000112,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108713Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000111,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108717Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000110,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108724Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000010e,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108730Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000010d,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108733Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000108,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108739Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000104,0,-,0,0,18,18,18,18,2026-01-28T04:59:22.108749Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000100,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108756Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000fb,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108764Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000f9,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108767Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000f7,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108772Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000f6,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108776Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000e9,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108787Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000e5,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108791Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000ca,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108817Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000bf,0,-,0,0,69,69,69,69,2026-01-28T04:59:22.108835Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000be,0,-,0,0,75,75,75,75,2026-01-28T04:59:22.108838Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000bd,0,-,0,0,1932,1932,1932,1932,2026-01-28T04:59:22.108842Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000b5,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108851Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000aa,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108864Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a8,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108868Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a5,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108874Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a3,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108879Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a2,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108882Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a1,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108886Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-0000000000a0,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108891Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009f,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108894Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009e,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108897Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009d,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108903Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009c,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108905Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009b,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108909Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000009a,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108913Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000099,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108917Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000098,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108920Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000097,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108924Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000096,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108929Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000095,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108931Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000094,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108936Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000093,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108939Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000092,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108942Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000091,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108948Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000081,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108952Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000080,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108957Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000007c,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108962Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000007b,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108965Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000073,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108975Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000072,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108977Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000067,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108985Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000066,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108987Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000064,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108991Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000062,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108994Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-000000000061,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.108997Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000005e,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.109002Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000001e,0,-,0,0,1,1,1,1,2026-01-28T04:59:22.109011Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000001c,0,-,0,0,0,0,0,0,2026-01-28T04:59:22.109014Z
2026-01-28T12:59:21.513596+00:00,00000000-0000-0000-00000000001a,0,-,0,0,239,239,239,239,2026-01-28T04:59:22.109018Z
